|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2020|Sprayology|Eight and Company LLC, dba Sprayology|3/17/20|Homeopathic Aqueous-Based Medicines|Possible microbial contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sprayology-issues-voluntary-nationwide-recall-homeopathic-aqueous-based-medicines-due-microbial|
|2020|Sweet Me Creamery|Kemps|3/17/20|Ice Cream|Undeclared Peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-recall-issued-sweet-me-creamery-brookie-dough-ice-cream-may-contain-undeclared-peanut|
|2020|Cedars|Cedars Mediterranean Foods|3/17/20|Chickpea Salad|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cedars-mediterranean-foods-issues-allergy-alert-undeclared-soy-cedars-chickpea-salad-8-oz|
|2020|Fred Meyer Bakery|Clackamas Bakery|3/17/20|Angel Food Cake Bar|Undeclared Allergens milk and soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/clackamas-bakery-recalls-fred-meyer-bakery-angel-food-cake-bar-due-undeclared-allergens|
|2020|feel good foods|Feel Good Foods Inc.|3/17/20|Vegetable Fried Rice frozen meal|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/feel-good-foods-inc-issues-allergy-alert-undeclared-egg-product-vegetable-fried-rice|
|2020|Sugar Melon Candy/Wax Gourd|SLR Food Distribution Inc.|3/17/20|Sugar Melon Candy/Wax Gourd|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/slr-food-distribution-inc-issues-alert-undeclared-sulfites-sugar-melon-candy|
|2020|Ukrops|Ukrops Homestyle Foods|3/17/20|Baked Potatoes with Cheddar Cheese and Bacon|Undeclared eggs, cheese, bacon|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/baked-potatoes-cheddar-cheese-and-bacon-2-count-mis-labeled-herb-roasted-potatoes|
|2020|AFC Distribution Corp.|AFC Distribution Corp.|3/16/20|Cooked Butterfly Tail-On Whiteleg Shrimp (Sushi Ebi)|Potential to be contaminated with Vibrio parahaemolyticus|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cooked-butterfly-tail-whiteleg-shrimp-sushi-ebi-lot-20191002|
|2020|Wegmans|Raw Seafoods, Inc|3/16/20|Ginger Salmon Oven Safe Meal and Salmon Teriyaki Oven Safe Meal|Undeclared wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/raw-seafoods-inc-issues-allergy-alert-undeclared-wheat-wegmans-brand-oven-safe-salmon-teriyaki-and|
|2020|Natural Remedies|Natural Remedy Store|3/16/20|Active Male capsules|Presence of Undeclared Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natural-remedy-store-issues-voluntary-worldwide-recall-active-male-due-presence-undeclared-tadalafil|
|2020|Chicago Indoor Garden|Chicago Indoor Garden|3/16/20|Red Clover Sprouts, Sprout Salad, Mixed Greens, Spring Salad|Presence of E. coli 0103|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/chicago-indoor-garden-voluntarily-recalls-clover-sprouts-and-products-containing-clover-sprouts-due|
|2020|Pictsweet Farms|The Pictsweet Company|3/16/20|Asparagus Spears|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pictsweet-company-recalls-8-ounce-steamables-asparagus-spears-due-potential-listeria-monocytogenes|
|2020|Evolve, Sportsman's Pride, and Triumph|Sunshine Mills Inc.|3/16/20|Dry Dog Food|Potentially Elevated Levels of Vitamin D|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sunshine-mills-inc-issues-voluntary-recall-dry-dog-food-due-potentially-elevated-levels-vitamin-d|
|2020|Chukar Cherries|Chukar Cherries|3/16/20|Ultra Dark Chocolate Cherries|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/chukar-cherries-expands-recall-amaretto-rainier-ultra-dark-chocolate-cherries-pouches-due-undeclared|
|2020|Margie|Margie|3/16/20|Cheese 1 lb wheel|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sprout-creek-farm-recalls-margie-cheese-due-listeria-monocytogenes|
|2020|Nutrisca|Nutrisca|3/16/20|Chicken and Chickpea Dry Dog Food|Due to Elevated Levels of Vitamin D|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nutrisca-issues-recall-dry-dog-food-due-elevated-levels-vitamin-d|
|2020|WEGMANS|Wegmans Food Markets, Inc.|3/16/20|Placek Coffee Cake, 11 oz. and 22 oz., and Pumpkin Loaf, 11 oz.|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wegmans-food-markets-inc-issues-allergy-alert-undeclared-milk-wegmans-pumpkin-loaf-11-oz-and-wegmans|
|2020|AFC Distribution Corp.|AFC Distribution Corp.|3/16/20|Cooked Butterfly Tail-On Whiteleg Shrimp (Sushi Ebi)|Potential to be contaminated with Vibrio parahaemolyticus|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cooked-butterfly-tail-whiteleg-shrimp-sushi-ebi-lot-20191002|
|2020|Wegmans|Raw Seafoods, Inc|3/16/20|Ginger Salmon Oven Safe Meal and Salmon Teriyaki Oven Safe Meal|Undeclared wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/raw-seafoods-inc-issues-allergy-alert-undeclared-wheat-wegmans-brand-oven-safe-salmon-teriyaki-and|
|2020|Natural Remedies|Natural Remedy Store|3/16/20|Active Male capsules|Presence of Undeclared Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natural-remedy-store-issues-voluntary-worldwide-recall-active-male-due-presence-undeclared-tadalafil|
|2020|Chicago Indoor Garden|Chicago Indoor Garden|3/16/20|Red Clover Sprouts, Sprout Salad, Mixed Greens, Spring Salad|Presence of E. coli 0103|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/chicago-indoor-garden-voluntarily-recalls-clover-sprouts-and-products-containing-clover-sprouts-due|
|2020|WinCo|WinCo Foods, LLC|3/13/20|Frozen Blackberries and Frozen Berry Medley|Norovirus|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/winco-foods-llc-recalls-frozen-blackberries-and-frozen-berry-medley-because-possible-health-risk|
|2020|Chukar Cherries|Chukar Cherries|3/12/20|Amaretto Rainier Chocolate Cherries|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/chukar-cherries-issues-allergy-alert-undeclared-milk-75-oz-amaretto-rainier-chocolate-cherries|
|2020|Capn Crunchs|The Quaker Oats Company|3/12/20|Peanut Butter Crunch Cereal|Due to Potential Presence of Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/quaker-oats-company-issues-voluntary-recall-small-quantity-capn-crunchs-peanut-butter-crunch-cereal|
|2020|Imperial Taste|Gemini Food Corporation|3/12/20|Fried Red Onions and Fried Garlic|Due to Undeclared Wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/gemini-food-corporation-conducts-voluntary-recall-imperial-taste-fried-red-onions-and-fried-garlic|
|2020|Tres Hermanos Bakery|Tres Hermanos Bakery|3/12/20|Bread|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/tres-hermanos-bakery-issues-allergy-alert-undeclared-milk-telera-and-bolillo-breads|
|2020|Northwest Cuisine Creations, Fresh&Local|Spokane Produce, Inc.|3/11/20|Sandwiches|May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7).|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/spokane-produce-voluntarily-recalls-northwest-cuisine-creations-and-fresh-local-sandwiches-and-green|
|2020|Home Fresh Foods|Accra Super Market|3/11/20|Suya Barbecue Seasoning|Undeclared Peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/accra-super-market-issues-allergy-alert-undeclared-peanuts-suya-barbecue-seasoning|
|2020|Columbia River Natural Pet Foods|Columbia River Natural Pet Foods|3/11/20|Frozen meat product for dogs and cats|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/columbia-river-natural-pet-foods-inc-recalls-cow-pie-fresh-frozen-meats-dogs-and-cats-because|
|2020|Columbia River Natural Pet Foods|Columbia River Natural Pet Foods|3/11/20|Dog and Cat fresh frozen meats|Due to Possible Salmonella and L. Mono Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/columbia-river-natural-pet-foods-inc-voluntarily-expands-recall-include-cow-pie-and-chicken|
|2020|Abound|Abound|3/11/20|Chicken & Brown Rice Recipe dog food|Potentially Elevated Levels of Vitamin D|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/king-soopers-and-city-market-recalls-abound-chicken-and-brown-rice-dog-food-because-elevated-vitamin|
|2020|Under processing|Del Monte Foods, Inc.|3/11/20|Seasoned corn|Due to Under Processing|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/del-monte-foods-announces-limited-recall-canned-fiesta-corn-seasoned-red-green-peppers-due-under|
|2020|Kitchen Cravings|Kwik Trip, Inc.|3/11/20|Strawberry and Mixed Berry Parfaits|Undeclared cashews or almonds.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergen-alert-kitchen-cravings-strawberry-and-mixed-berry-parfaits-trace-tree-nuts|
|2020|Fine Land Corp.|Fine Land Corp.|3/11/20|Meiqili Durian Candy|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fine-land-corp-issues-allergy-alert-undeclared-milk-allergens-meiqili-durian-candy|
|2020|9Lives|J.M Smuckers Company|3/11/20|Cat food|Due to Low Levels of Thiamine (Vitamin B1)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/jm-smucker-company-issues-voluntary-recall-specific-lots-9livesr-protein-plusr-wet-canned-cat-food|
|2020|Hiland|Hiland Dairy|3/11/20|Half-gallon premium whole milk chocolate|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hiland-dairy-announces-voluntary-recall-hiland-dairy-half-gallon-whole-chocolate-milk|
|2020|Moonstruck|Moonstruck Chocolate Company|3/11/20|Sea Salt Caramels Tumbled In Milk Chocolate|Undeclared hazelnuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/moonstruck-chocolate-co-issues-allergy-alert-undeclared-hazelnuts-4-oz-sea-salt-caramels-tumbled|
|2020|Abound|The Kroger Company|3/11/20|Chicken & Brown Rice Recipe dog food|Potentially Elevated Levels of Vitamin D|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kroger-louisville-division-recalls-abound-chicken-and-brown-rice-dog-food-because-elevated-vitamin-d|
|2020|Achdut, Baron's, S&F, Pepperwood and others|Achdut LTD.|3/11/20|Tahini|Potential Contamination by Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/achdut-recalls-multiple-brands-tahini-because-it-may-be-contaminated-salmonella-clarification-barons|
|2020|Pero Family Farms|Pero Family Farms Food Company, LLC|3/11/20|Zucchini Spiral Pesto Side Dish Kit|Undeclared egg and milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pero-family-farms-food-co-issues-alert-undeclared-egg-and-milk-allergens-zucchini-trays|
|2020|Inspired Organics|Inspired Organics, LLC|3/10/20|Organic almond butter|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/inspired-organics-issues-voluntary-recall-organic-almond-butter-due-potential-health-risk|
|2020|Eat Smart|Apio Inc.|3/10/20|Salad Shake Ups several flavors|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/apio-inc-expands-voluntary-recall-eat-smart-salad-shake-ups-single-serve-bowls|
|2020|Adam Bros. Family Farms|Adam Bros. Farming, Inc.|3/10/20|Red leaf lettuce, green leaf lettuce, and cauliflower|May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7).|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/adam-bros-farming-inc-recalls-red-and-green-leaf-lettuce-and-cauliflower-because-possible-health|
|2020|Greens & Grains|Atherstone Foods Inc.|3/10/20|Hummus and Quinoa Tabouleh Wrap|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/atherstone-foods-inc-issues-allergy-alert-undeclared-soy-greens-and-grains-hummus-and-quinoa|
|2020|Inspired Organics|Inspired Organics, LLC|3/10/20|Organic almond butter, Organic Peanut Butter, Organic Tahini Butter|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/inspired-organics-issues-voluntary-recall-organic-nut-seed-butters-due-potential-health-risk|
|2020|WEGMANS|Wegmans Food Market Inc.|3/10/20|Fresh Cauliflower Rice, Veggie Cauliflower Rice Blend and Stir-Fry Mix with Cauliflower|May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wegmans-issues-voluntary-recall-fresh-cauliflower-rice-veggiecauliflower-rice-blend-and-stir-fry-mix|
|2020|Inspired Organics|Inspired Organics, LLC|3/10/20|Sunflower butter|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/inspired-organics-issues-voluntary-recall-organic-sunflower-butter-due-potential-health-risk|
|2020|Eat Smart, Salad Shake Ups|Apio, Inc.|3/10/20|Salads|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/apio-inc-voluntarily-recalls-five-skus-eat-smart-single-serve-salad-shake-upstm|
|2020|Funky Chunky|Funky Chunky, LLC|3/10/20|Nutty Choco Pop|Undeclared Almond and Cashew Tree-Nut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/funky-chunky-llc-issues-allergy-alert-undeclared-almond-and-cashew-tree-nut-10-oz-nutty-choco-pop|
|2020|Meijer|Meijer|3/10/20|Mixed Nuts|Undeclared Brazil nuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/meijer-recalls-select-mixed-nuts-due-undeclared-brazil-nuts-product|
|2020|BD Alaris|Becton, Dickinson, and Company|3/10/20|BD Alaris System PC Units and Modules|Infusion pump may not operate as expected|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bd-provides-update-feb-4-2020-voluntary-recall-bd-alaristm-system-pc-units-and-modules|
|2020|HiRes Ultra and Ultra 3D|Advanced Bionics|3/10/20|Cochlear implants|Reports of hearing performance degradation|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-field-corrective-action-hires-ultra-and-ultra-3d|
|2020|HEB|Dole Fresh Vegetables, Inc.|3/6/20|Salad Kit, Tuscan Herb|Undeclared peanut, wheat, soy & tree nuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dole-fresh-vegetables-inc-announces-voluntary-limited-recall-h-e-b-branded-tuscan-herb-salad-kit-due|
|2020|West-Ward|Hikma Pharmaceuticals USA Inc.|3/5/20|Ketorolac Tromethamine Injection, USP 30mg/mL, 1 mL Vial|Potential Presence of Small Particulates|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hikma-pharmaceuticals-usa-inc-extends-voluntary-nationwide-recall-ketorolac-tromethamine-injection|
|2020|Vita|Vita Food Products, Inc.|3/5/20|Wild Herring In Wine Sauce|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/vita-food-products-issues-voluntary-recall-mislabeled-vita-wild-herring-wine-sauce-containing|
|2020|Stonewall Kitchen|Stonewall Kitchen, LLC|3/5/20|Ghost Pepper Salsa|Undeclared Milk and Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stonewall-kitchen-voluntarily-recalls-limited-amount-mislabeled-ghost-pepper-salsa-which-contains|
|2020|Whole Foods Market|Whole Foods Market|3/3/20|Green Chile Chicken Tamales|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-undeclared-milk-green-chile-chicken-tamales-sold-whole-foods-market-stores|
|2020|ReStructure|New Capstone, Inc.|3/3/20|Vanilla Protein Powder|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/new-capstone-inc-issues-allergy-alert-restructure-vanilla-protein-powder-due-undeclared-milk|
|2020|Purina, Country Acres, DuMOR|Purina Animal Nutrition|2/28/20|Purina Rabbit Feed, Purina Turkey Feed, Country Acres Rabbit Feed and DuMOR Chick Starter/Grower Feed|Elevated calcium levels|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/purina-animal-nutrition-voluntarily-recalling-select-lot-codes-purinarrabbit-feed-purinar-turkey|
|2020|American Health Packaging|American Health Packaging|2/27/20|Ranitidine Tablets, USP 150mg|NDMA (Nitrosodimethylamine) impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/american-health-packaging-issues-voluntary-nationwide-recall-ranitidine-tablets-usp-150-mg-100-count|
|2020|Premier Choice|Choice Products USA, LLC|2/27/20|3 lb. tub Peanut Butter Cookie Dough|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/choice-products-usa-llc-issues-allergy-alert-undeclared-milk-premier-choice-3-lb-tub-peanut-butter|
|2020|Hubbard Feeds|Hubbard Feeds|2/25/20|Easy Feed products and Organic Ground Flaxseed ORG|Contains residue of unapproved herbicide (Haloxyfop)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hubbard-feeds-voluntarily-recalls-easy-feed-products-and-organic-ground-flaxseed-org|
|2020|Up2 and Bow & Arrow|Med Man Distribution|2/24/20|Up2 THERE IS NO OTHER All Natural Libido for Men & Women Dietary Supplement and Bow and Arrow libido enhancer for men|Product is tainted with sildenafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/med-man-expands-voluntary-nationwide-recall-up2-and-bow-arrow-due-presence-undeclared-sildenafil|
|2020|Sierra Soups|Sierra Soups|2/24/20|Pasta e Fagioli|Product contains undeclared gluten|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sierra-soups-issues-allergy-alert-undeclared-gluten-pasta-e-fagioli-soup|
|2020|Taro Pharmaceuticals U.S.A., Inc.|Taro Pharmaceuticals U.S.A., Inc.|2/21/20|Phenytoin Oral Suspension USP, 125 mg/5 mL|Possible underdosing or overdosing|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/taro-pharmaceuticals-usa-issues-voluntary-nationwide-recall-phenytoin-oral-suspension-usp-125-mg5-ml|
|2020|Abbott|Abbott|2/20/20|Coronary dilatation catheters|Catheter balloon may not deflate as intended|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/abbott-initiates-voluntary-recall-specific-lots-two-coronary-catheters|
|2020|Natural Grocers|Vitamin Cottage Natural Food Markets, Inc.|2/20/20|Peanut clusters dark chocolate Non GMO|Undeclared almonds and undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natural-grocers-issues-recall-dark-chocolate-peanut-clusters|
|2020|Natural Grocers|Vitamin Cottage Natural Food Markets, Inc.|2/20/20|Almond clusters dark chocolate Non GMO|Undeclared peanuts and undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natural-grocers-issues-recall-dark-chocolate-almond-clusters|
|2020|Kroger|Saratoga Potato Chips, LLC|2/19/20|Sweet & Mesquite BBQ Potato Chips|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/saratoga-potato-chips-llc-issues-allergy-alert-undeclared-milk-kroger-sweet-mesquite-bbq-potato|
|2020|Annie Chuns|CJ Foods, Inc.|2/15/20|Japanese-Style Teriyaki Noodle Bowls|Undeclared peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cj-foods-voluntarily-recalls-annie-chuns-japanese-style-teriyaki-noodle-bowls-due-undeclared-peanuts|
|2020|Coburn Farms|Save A Lot|2/13/20|Coburn Farms 4.5oz Sharp Yellow Cheddar Cheese, Cherry Juice-Infused Dried Cranberries & Roasted Sea Salted Cashews Snackers|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/save-lot-issues-allergy-alert-undeclared-peanuts-coburn-farms-45oz-sharp-yellow-cheddar-cheese|
|2020|Butlers|Gourmet International and Butlers Chocolates UC|2/13/20|Irish Whiskey Dark Chocolate Bar|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/gourmet-international-and-butlers-chocolates-issue-allergy-alert-undeclared-milk-butlers-irish|
|2020|Sunny Select|McCormick and Company, Inc.|2/12/20|Au Jus Gravy Mix|Undeclared milk allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-recall-notice-sunny-select-au-jus-gravy-mix-1-oz-pouches-due-unlabeled-dairy-allergen|
|2020|LOTTE|Lotte Intl America Corp.|2/12/20|Chocopie (original, banana, and cacao)|Undeclared almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lotte-intl-america-corp-issues-allergy-alert-undeclared-almonds-chocopies|
|2020|Pac Bistro|Missa Bay|2/10/20|Spinach Dijon Salad|Undeclared egg and wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/missa-bay-llc-issues-allergy-alert-and-recall-mislabeled-salad-product|
|2020|Blendtopia|Blendtopia Products, LLC|2/10/20|Frozen smoothie products|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/blendtopia-products-llc-voluntarily-recalls-frozen-smoothie-products-due-possible-health-risk|
|2020|Corinthian Foods|Corinthian Foods|2/8/20|Uncooked Sweet Potato Crusted Alaska Pollack Nugget|Mislabeling|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/corinthian-foods-recall-5-lb-bags-uncooked-sweet-potato-crusted-alaska-nuggets-1-oz-due-mislabeling|
|2020|Nuts N More LLC|Nuts N More LLC|2/7/20|Plain Peanut Spread|Potential contamination with Listeria sp,|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nuts-n-more-llc-recalls-plain-peanut-spread-because-possible-health-risk|
|2020|New Seasons Market|New Seasons Market|2/6/20|Grab N Go Vegetarian Lasagna w/Gluten Free Pasta|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/new-seasons-market-recalls-grab-n-go-vegetarian-lasagna-wgluten-free-pasta-due-undeclared-soy|
|2020|NutreBeef|Cargill Incorporated|2/4/20|NutreBeef Transition Pellet (MH)|May Contain Elevated levels of Monensin|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cargill-conducts-voluntary-recall-single-lot-nutrebeefr-transition-pellet-due-elevated-levels|
|2020|Whole Foods Market|Whole Foods Market|2/4/20|Bundt Cake and Chocolate Dipped Cookies|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-undeclared-milk-bundt-cake-and-chocolate-dipped-cookies-sold-44-whole-foods|
|2020|Nopalina|Salud Natural Entrepreneur Inc|2/3/20|Flax Seed Fiber Powder and Capsules|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/salud-natural-entrepreneur-inc-recalls-nopalina-flax-seed-fiber-powder-and-nopalina-flax-seed-fiber-0|
|2020|Efficient|Efficient Laboratories, Inc.|1/31/20|Rompe Pecho EX, Rompe Pecho CF, and Rompe Pecho MAX liquid|due to Microbial Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/efficient-laboratories-inc-issues-voluntary-nationwide-recall-rompe-pecho-ex-rompe-pecho-cf-and|
|2020|Fresh Food Market Chefs Recipe|Bakkavor Foods USA, Inc.|1/30/20|Mushroom Barley Soup|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bakkavor-foods-usa-inc-issues-allergy-alert-undeclared-milk-mushroom-barley-soup|
|2020|Beepas|Beepas|1/29/20|Goulash starter|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/beepas-issues-allergy-alert-undeclared-milk-product|
|2020|Nopalina|Salud Natural Entrepreneur, Inc.|1/29/20|Nopalina Flax Seed Fiber (powder) and Nopalina Flax Seed Fiber (capsule) products|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/salud-natural-entrepreneur-inc-recalls-nopalina-flax-seed-fiber-powder-and-nopalina-flax-seed-fiber|
|2020|King Vision|King Systems|1/24/20|Laryngoscope Adapter|Device exhibits a reversed image|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/king-systems-issues-recall-king-vision-video-laryngoscope-video-adapter-size-12|
|2020|Quesos La Ricura|Quesos La Ricura|1/24/20|Cheese|May be contaminated with Shiga toxin producing E. coli|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/quesos-la-ricura-ltd-recalls-cotija-cheese-queso-cotija-because-possible-health-risk|
|2020|Morrisons, Savannah Classics, Piccadilly|Savannah Food Company, Inc.|1/23/20|Cornbread Dressing and Bread Stuffing|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/savannah-food-company-inc-voluntarily-recalls-cornbread-dressing-and-bread-stuffing-products-due|
|2020|Premo, Fresh Grab|Lipari Foods|1/22/20|Sandwiches|Due to potential contamination of Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lipari-foods-issues-voluntary-recall-expansion-additional-sandwiches-due-potential-contamination-0|
|2020|Sham Gardens|Five Star Food Inc.|1/21/20|Tahina|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/five-star-food-recalls-sham-gardens-excellent-tahina-because-possible-health-risk|
|2020|ABH Nature's Products, ABH Pharma, Stocknutra.com, Inc.|ABH NATURES PRODUCTS, INC, ABH PHARMA, INC., and STOCKNUTRA.COM, INC.|1/21/20|Dietary supplement products|Products are recalled because of violations of current good manufacturing practice regulations|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/abh-natures-products-inc-abh-pharma-inc-and-stocknutracom-inc-issues-nationwide-recall-all-lots|
|2020|AXIA Pharmaceutical|FUSION IV Pharmaceuticals, Inc dba. AXIA Pharmaceutcal|1/16/20|Sterile Drug Products|Lack of Assurance of Sterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fusion-iv-pharmaceuticals-inc-dba-axia-pharmaceutical-issues-voluntary-nationwide-recall-all-sterile|
|2020|Yes To|Yes To|1/16/20|Grapefruit Vitamin C Unicorn Paper Mask|Skin Irritation Complaints|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/yes-inc-issues-voluntary-recall-product-due-skin-irritation-complaints-grapefruit-vitamin-c-glow|
|2020|Premo,& Fresh Grab|Lipari Foods, LLC|1/13/20|Sandwiches|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lipari-foods-issues-voluntary-recall-expansion-additional-sandwiches-due-potential-contamination|
|2020|LIFEPAK 15|Stryker|1/10/20|LIFEPAK 15 monitor/defibrillators|Failure to deliver a defibrillation shock after the Shock button on the keypad is pressed|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stryker-launches-voluntary-field-action-specific-units-lifepakr-15-monitordefibrillator-0|
